GEOID10,Latitude,Longitude,D_d,SE_T002_002,PCT_SE_T02A_002,PCT_SE_T011_002,PCT_SE_T011_005,PCT_SE_T054_003,PCT_SE_T058_006,PCT_SE_T058_008,SE_T064_001,SE_T068_001,PCT_SE_T070_002,PCT_SE_T025_002,PCT_SE_T113_002,SE_T059_001,SE_T068_001.1,PCT_SE_T080_002,Unemploy,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,neighbor6,neighbor7,neighbor8,neighbor9,neighbor10,neighbor11,neighbor12,neighbor13
26011970200,44.0942264,-84.0607244,2.82E-05,31.79172,99.17,19.94,19.15,0.06,9.05,22.52,2.47,2030,66.95,19.47,9.22,47488,58790400,1.21,54.16208287,26017286400,26051000300,26129950600,0,0,0,0,0,0,0,0,0,0
26017280700,43.5801158,-83.8940753,0.000657466,6602.064,89.21,26.71,10.17,5.78,19.81,41.4,2.37,1619,90.12,26.83,13.02,35083,49643200,13.92,52.47376312,26017280900,26017281000,0,26017286500,0,0,0,0,0,0,0,0,0
26017280900,43.5572613,-83.8973324,0.001157297,2262.541,81.01,26.63,12.43,3.46,18.2,26.06,2.6,1245,90.92,21.07,13.44,42236,46418300,1.82,55.56474969,26017285300,26017285400,26017281000,0,26017280700,0,0,0,0,0,0,0,0
26017281000,43.5842843,-83.9074123,4.51E-05,2405.599,89.78,22.44,13.13,1.37,15.79,32.28,2.35,1881,90.91,12.59,13.31,44283,76168100,5.29,47.77539122,26017280900,26017285400,26017285500,26017280700,26017286500,26017285800,26017286600,0,0,0,0,0,0
26017281300,43.6176728,-83.8831665,0.000489676,2205.105,92.25,24.15,14.33,1.83,17.01,30.19,2.4,1418,92.03,17.23,11.79,40098,52449100,4.82,47.26080247,26017286500,26017286600,26017285900,26017285800,0,0,0,0,0,0,0,0,0
26017285100,43.6122902,-83.8419827,0.000811864,2681.085,92.2,22.83,16.65,0.92,11.13,25.47,2.42,1527,94.11,6.11,3.91,61587,86900500,3.97,42.25911223,26017285202,0,0,26017286500,26017285900,0,0,0,0,0,0,0,0
26017285202,43.6277352,-83.7909271,0.000111972,313.1577,65.98,23.62,16.92,1.49,12.55,25.44,2.46,1612,90.94,17.26,22.84,56792,86438300,7.1,51.05450561,0,0,26017285100,26017285900,0,0,0,0,0,0,0,0,0
26017285300,43.5328784,-83.7882531,0.000294866,91.83248,99.62,20.43,17.53,0.46,8.43,22.53,2.47,2043,94.08,10.75,4.96,61700,112048000,1.71,42.85714286,26157000800,26145011200,0,26145011100,26145010800,26017285400,26017280900,0,0,0,0,0,0
26017285400,43.538885,-83.9749528,0.001710309,169.192,91.37,19.37,19.88,1.54,5.2,28.85,2.32,1655,91.72,7.15,0,83932,121198700,0.48,36.4844904,26017285300,26145010800,26145010200,26145010100,26017280900,26017281000,26017285500,26017285600,0,0,0,0,0
26017285500,43.5884028,-83.9827624,0.000672355,410.605,99.63,18.84,24.43,0.42,7.81,25.72,2.35,2921,95.17,7.59,3.23,69996,182061300,0.5,47.82449726,26017281000,26017285400,26145010100,26017285600,26017285800,0,0,0,0,0,0,0,0
26017285600,43.6092329,-84.1002867,2.75E-05,200.2002,99.66,23.23,14.92,0.33,9.65,24.69,2.48,2946,95.28,8.76,3.24,65640,188650100,0.9,36.36058419,26017285400,26145010100,26017285500,26111290600,0,26111291102,0,0,0,0,0,0,0
26017285800,43.6171737,-83.9211776,0.000113445,1981.718,100,20.05,21.26,1.29,13.39,33.09,2.25,2892,95.3,10.67,13.03,62858,169969500,2.88,46.14090824,26017281000,26017285500,26017286600,26017281300,26017285900,0,0,0,0,0,0,0,0
26017285900,43.6456191,-83.8774629,0.000464865,717.3232,80.94,19.74,17.19,0.67,12.48,29.7,2.28,2427,91.14,14.26,10.01,54147,128924200,4.79,45.6381798,26017281300,26017286500,26017285100,26017285800,26017285202,0,0,0,0,0,0,0,0
26017286400,43.9112064,-84.1076869,6.01E-07,36.41549,99.92,22.94,12.99,0.15,7.55,22.05,2.62,1097,90.52,16.44,7.04,51733,49508500,4.18,50.31815957,26051000900,26111291101,26051000300,26011970200,0,0,0,0,0,0,0,0,0
26017286500,43.6049714,-83.8687653,0.001098449,1567.587,78.81,19.54,14.2,8.24,16.55,47.22,2.03,823,85.18,22.81,37.33,35296,26437300,8.54,58.95710681,26017280700,26017281000,0,0,26017286600,0,0,26017281300,26017285100,26017285900,0,0,0
26017286600,43.6060888,-83.9015691,6.59E-05,5047.966,95.44,27,10.81,2.97,16.77,34.22,2.42,2427,90.89,10.17,16.16,40231,91929900,5.6,42.62335125,26017281000,26017286500,26017285800,26017281300,0,0,0,0,0,0,0,0,0
26035000100,44.1163019,-84.7032577,0.00022737,29.3977,98.76,18.86,24.26,0.37,6.93,28.43,2.3,1937,36.5,15.7,14.8,43186,30662700,2.54,68.92349357,26035000900,0,26035000800,26051000400,26051000100,26143971100,0,0,0,0,0,0,0
26035000400,43.8715083,-84.978817,0.000448598,63.79625,97.49,21.59,18.76,0.16,11.42,26.74,2.4,2013,76.55,16.21,12.86,46718,69657200,5.1,53.51588911,26073000100,26035000500,26035000600,26035000700,26133970500,0,0,0,0,0,0,0,0
26035000500,43.8435578,-85.040085,0.000430021,98.19376,90.91,20.05,22.18,0.21,9.24,28.36,2.36,1650,37.39,11.58,16.96,43500,26187600,9.47,64.63298379,26073000100,26107960100,26133970500,26035000400,0,0,0,0,0,0,0,0,0
26035000600,43.8262558,-84.7835051,0.001042671,614.8624,98.02,23.76,17.46,0.62,14.83,34.87,2.25,1870,89.09,12.57,22.41,45942,77321900,5.64,55.93832021,26073000100,26035000400,26035000800,26035000700,0,0,0,0,0,0,0,0,0
26035000700,43.9116587,-84.8590888,0.000326347,50.18641,98.09,18.95,22.22,0.34,7.73,23.26,2.39,2381,55.98,15.95,10.97,50609,66197300,1.53,60.09239517,26035000600,26035000400,26035000800,26035001300,0,0,0,0,0,0,0,0,0
26035000800,43.9342286,-84.6808945,0.000982608,32.91866,99.25,25.66,17,0.49,7.85,18.7,2.72,2065,75.88,17.68,10.47,55330,89912100,3.51,49.45848375,26073000100,26035000600,26073940200,26111291700,26051000800,26035000700,26051000400,26035001300,26035000900,26035000100,26051000100,0,0
26035000900,44.0583555,-84.7688635,0.000235069,143.8376,96.41,20.7,16.45,0.45,11.81,28.59,2.3,2052,42.11,20.69,17.52,35704,32347900,8.83,48.15263477,0,26035001300,26035000800,26035000100,0,0,0,0,0,0,0,0,0
26035001300,44.001758,-84.7699611,0.000335901,176.5072,96.01,19.89,19.59,1.13,12.35,33.47,2.24,3016,57.16,18.54,25.15,32023,57418800,6.58,65.36262413,26035000800,26035000700,0,26035000900,0,0,0,0,0,0,0,0,0
26049000100,43.0722695,-83.7231281,0.000209023,4465.964,100,24.08,19.58,95.78,32.64,37,2.4,1266,86.89,13.77,51.03,27569,31429100,15.44,67.59217114,0,0,26049010501,0,26049010504,26049010304,0,0,0,0,0,0,0
26049001500,43.0188066,-83.7074255,0.000315372,2718.614,100,31.8,4.92,63.09,30.71,31.08,2.69,871,62.8,18.33,37.9,29599,19979900,11.26,62.57744734,26049001600,26049003700,26049002800,0,0,0,0,0,0,0,0,0,0
26049001600,43.0168358,-83.727594,0.000810973,4300.641,98.48,26.51,8.69,39.4,22.51,37.28,2.31,2339,81.87,11.27,10.58,47151,85626300,2.59,55.74643116,26049003600,26049010911,26049003700,26049001500,26049010812,0,0,0,0,0,0,0,0
26049001800,43.0666184,-83.6654752,0.001320672,1894.582,94.42,43.18,4.76,73.03,57.41,18.06,2.95,1008,64.29,29.65,53.16,18839,13018400,18.23,68.04835924,26049980100,26049002200,26049001900,0,26049012202,26049012100,26049012007,0,0,0,0,0,0
26049001900,43.0571729,-83.6570664,0.001765083,2088.122,83.17,31.26,8.36,32.45,31.65,27.32,2.65,1055,89.86,26.7,42.34,29318,30872000,16.62,55.05906523,0,0,26049012006,26049002200,26049980100,26049001800,26049012007,26049012100,0,0,0,0,0
26049002200,43.0402036,-83.6716745,0.000388512,4105.871,98.75,29.29,5.4,19.41,28.87,30,2.77,1467,66.12,31.17,45.92,25591,28662300,20.45,66.52154985,26049002600,26049013600,0,26049980100,26049001900,26049001800,0,0,0,0,0,0,0
26049002600,43.0282624,-83.6688612,0.000847809,4275.093,98.61,27.85,6.84,15.4,26.38,32.36,2.58,1600,77.25,34.65,39.36,34098,40782000,11.79,64.79968884,26049002800,26049013600,26049002900,26049003000,26049003100,0,26049002200,0,0,0,0,0,0
